													0.806591931	1.747260787	0.184406952	-0.310089138	0.805094953	-2.439043559							
P40563	AIM21_YEAST	AIM21	Altered inheritance of mitochondria protein 21	16	16	561312	YEAST	4376200	19.09844338	22.06124724	2.962803866	7.796377059		7.796377059			2.962803866		Q9H7H0	MET17_HUMAN	METTL17	"Methyltransferase-like protein 17, mitochondrial"	2	2	209904
P40564	DJP1_YEAST	DJP1	DnaJ-like protein 1	10	10	534132	YEAST	794358	19.02683679	19.59942982	0.572593026	1.487194177		1.487194177			0.572593026		Q9H7L9	SDS3_HUMAN	SUDS3	Sin3 histone deacetylase corepressor complex component SDS3	1	1	75416.5
P40567	MSL1_YEAST	MSL1	U2 small nuclear ribonucleoprotein B''	1	1	134006	YEAST	197177	17.03193807	17.58913175	0.557193679	1.471404265		1.471404265			0.557193679		Q9H7N4	SFR19_HUMAN	SCAF1	"Splicing factor, arginine/serine-rich 19"	5	5	504576
P40579	YIV5_YEAST	YIR035C	Uncharacterized oxidoreductase YIR035C	3	3	350630	YEAST	342672	18.41958991	18.38646879	-0.033121126	0.97730371		0.97730371			-0.033121126		Q9H7Z3	NRDE2_HUMAN	NRDE2	Nuclear exosome regulator NRDE2	2	2	202938
P40580	BZRD_YEAST	IRC24	Benzil reductase ((S)-benzoin forming) IRC24	11	11	3.10E+06	YEAST	3499740	21.56606891	21.73881632	0.172747408	1.12720304		1.12720304			0.172747408		Q9H7Z7	PGES2_HUMAN	PTGES2	Prostaglandin E synthase 2	4	4	373677
P40581	GPX3_YEAST	HYR1	Glutathione peroxidase-like peroxiredoxin HYR1	3	3	4.47E+06	YEAST	7792760	22.09087159	22.89370295	0.80283136	1.744521479		1.744521479			0.80283136		Q9H814	PHAX_HUMAN	PHAX	Phosphorylated adapter RNA export protein	6	6	637943
P40582	GST1_YEAST	GTT1	Glutathione S-transferase 1	5	5	4.01E+06	YEAST	6140230	21.93579668	22.54986127	0.614064589	1.530565291		1.530565291			0.614064589		Q9H832	UBE2Z_HUMAN	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	6	6	603980
P40693	RLP7_YEAST	RLP7	Ribosome biogenesis protein RLP7	4	4	574832	YEAST	1400500	19.13278085	20.41751055	1.284729702	2.436364016		2.436364016			1.284729702		Q9H845	ACAD9_HUMAN	ACAD9	"Complex I assembly factor ACAD9, mitochondrial"	15	15	3.86E+06
P40825	SYA_YEAST	ALA1	"Alanine--tRNA ligase, mitochondrial"	46	46	5.64E+06	YEAST	10627700	22.42804882	23.34132607	0.913277258	1.883318832		1.883318832			0.913277258		Q9H8H0	NOL11_HUMAN	NOL11	Nucleolar protein 11	13	13	1.25E+07
P40850	MKT1_YEAST	MKT1	Post-transcriptional regulator MKT1	2	2	76401.6	YEAST		16.22131523										Q9H8H2	DDX31_HUMAN	DDX31	Probable ATP-dependent RNA helicase DDX31	11	11	501510
P40856	SA185_YEAST	SAP185	SIT4-associating protein SAP185	1	1	52439.2	YEAST	452115	15.67835806	18.78633026	3.107972202	8.621699034		8.621699034			3.107972202		Q9H8H3	MET7A_HUMAN	METTL7A	Methyltransferase-like protein 7A	2	2	125306
P40857	HACD_YEAST	PHS1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1	2	2	600659	YEAST	820817	19.19618667	19.64670109	0.45051442	1.366527431		1.366527431			0.45051442		Q9H8M5	CNNM2_HUMAN	CNNM2	Metal transporter CNNM2	5	2	4.67E+06
P40893	REE1_YEAST	REE1	Regulation of enolase protein 1	8	8	1.90E+06	YEAST	3013750	20.86092025	21.52312832	0.662208061	1.582502809		1.582502809			0.662208061		Q9H8V3	ECT2_HUMAN	ECT2	Protein ECT2	3	3	1.12E+06
P40956	GTS1_YEAST	GTS1	Protein GTS1	7	7	765227	YEAST	1098820	19.54552825	20.06752364	0.521995392	1.435939924		1.435939924			0.521995392		Q9H8Y5	ANKZ1_HUMAN	ANKZF1	Ankyrin repeat and zinc finger domain-containing protein 1	6	6	1.28E+06
P40957	MAD1_YEAST	MAD1	Spindle assembly checkpoint component MAD1	6	6	812164	YEAST	3756160	19.63141155	21.84082709	2.209415533	4.624878719		4.624878719			2.209415533		Q9H8Y8	GORS2_HUMAN	GORASP2	Golgi reassembly-stacking protein 2	5	5	3.07E+06
P40958	MAD2_YEAST	MAD2	Mitotic spindle checkpoint component MAD2	3	3	582486	YEAST	2055120	19.15186385	20.97079121	1.818927356	3.528187802		3.528187802			1.818927356		Q9H910	JUPI2_HUMAN	JPT2	Jupiter microtubule associated homolog 2	6	6	970833
P40959	MVP1_YEAST	MVP1	Sorting nexin MVP1	7	7	296874	YEAST	429863	18.17949122	18.71351741	0.534026189	1.447964456		1.447964456			0.534026189		Q9H936	GHC1_HUMAN	SLC25A22	Mitochondrial glutamate carrier 1	4	2	1.94E+06
P40961	PHB1_YEAST	PHB1	Prohibitin-1	6	6	3.14E+06	YEAST	3969140	21.58312318	21.92039502	0.337271841	1.26336529		1.26336529			0.337271841		Q9H944	MED20_HUMAN	MED20	Mediator of RNA polymerase II transcription subunit 20	3	3	411591
P40970	LCB2_YEAST	LCB2	Serine palmitoyltransferase 2	13	13	1.48E+06	YEAST	1904280	20.49228352	20.86081419	0.36853067	1.291037288		1.291037288			0.36853067		Q9H967	WDR76_HUMAN	WDR76	WD repeat-containing protein 76	5	5	1.40E+06
P40986	CDC1_YEAST	CDC1	Cell division control protein 1	6	6	545896	YEAST	246566	19.0582666	17.91161435	-1.146652252	0.451672113		0.451672113			-1.146652252		Q9H974	QTRT2_HUMAN	QTRT2	Queuine tRNA-ribosyltransferase accessory subunit 2	2	2	605052
P40989	FKS2_YEAST	GSC2	"1,3-beta-glucan synthase component GSC2"	26	13	4.44E+06	YEAST	5480200	22.08068483	22.38579711	0.305112286	1.235514794		1.235514794			0.305112286		Q9H981	ARP8_HUMAN	ACTR8	Actin-related protein 8	2	2	116149
P40991	NOP2_YEAST	NOP2	25S rRNA (cytosine(2870)-C(5))-methyltransferase	13	13	5.25E+08	YEAST	6879830	28.96643079	22.71394149	-6.252489309	0.013116355		0.013116355			-6.252489309		Q9H993	ARMT1_HUMAN	ARMT1	Damage-control phosphatase ARMT1	2	2	4.61E+06
P40994	ARF3_YEAST	ARF3	ADP-ribosylation factor 3	3	3	979649	YEAST	959264	19.90190541	19.87156839	-0.030337021	0.979191527		0.979191527			-0.030337021		Q9H9A5	CNO10_HUMAN	CNOT10	CCR4-NOT transcription complex subunit 10	6	6	194192
P41056	RL33B_YEAST	RPL33B	Large ribosomal subunit protein eL33B	1	1	5.63E+06	YEAST	12153800	22.42361145	23.53490412	1.111292673	2.160391344		2.160391344			1.111292673		Q9H9A6	LRC40_HUMAN	LRRC40	Leucine-rich repeat-containing protein 40	5	5	257047
P41057	RS29A_YEAST	RPS29A	Small ribosomal subunit protein uS14A	3	2	1.17E+07	YEAST	19639900	23.47835193	24.22728425	0.748932318	1.680548663		1.680548663			0.748932318		Q9H9B1	EHMT1_HUMAN	EHMT1	Histone-lysine N-methyltransferase EHMT1	8	8	118902
P41058	RS29B_YEAST	RPS29B	Small ribosomal subunit protein uS14B	3	3	2.09E+07	YEAST	36515900	24.31571511	25.12202145	0.806306348	1.748728534		1.748728534			0.806306348		Q9H9B4	SFXN1_HUMAN	SFXN1	Sideroflexin-1	8	8	8.39E+06
P41277	GPP1_YEAST	GPP1	Glycerol-1-phosphate phosphohydrolase 1	7	7	7.69E+07	YEAST	138411000	26.1965478	27.04438336	0.847835563	1.799798709		1.799798709			0.847835563		Q9H9C1	SPE39_HUMAN	VIPAS39	Spermatogenesis-defective protein 39 homolog	1	1	42842.6
P41318	LST8_YEAST	LST8	Target of rapamycin complex subunit LST8	2	2	474984	YEAST	248620	18.85751939	17.92358283	-0.933936559	0.523428158		0.523428158			-0.933936559		Q9H9E3	COG4_HUMAN	COG4	Conserved oligomeric Golgi complex subunit 4	2	2	12472
P41338	ERG10_YEAST	ERG10	Acetyl-CoA acetyltransferase	16	16	5.96E+07	YEAST	19075800	25.8285766	24.18524023	-1.64333637	0.320115321		0.320115321			-1.64333637		Q9H9F9	ARP5_HUMAN	ACTR5	Actin-related protein 5	1	1	62533.5
P41543	OST1_YEAST	OST1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	5	5	2.07E+06	YEAST	2969410	20.98203544	21.50174488	0.519709436	1.433666474		1.433666474			0.519709436		Q9H9H4	VP37B_HUMAN	VPS37B	Vacuolar protein sorting-associated protein 37B	3	3	6012.41
P41544	SYS1_YEAST	SYS1	Protein SYS1	1	1	414417	YEAST	522494	18.66072366	18.99505494	0.334331285	1.260792873		1.260792873			0.334331285		Q9H9J2	RM44_HUMAN	MRPL44	"39S ribosomal protein L44, mitochondrial"	7	7	1.22E+06
P41697	BUD6_YEAST	BUD6	Bud site selection protein 6	7	7	1.61E+07	YEAST	155779	23.9450219	17.24914124	-6.69588066	0.009645818		0.009645818			-6.69588066		Q9H9L3	I20L2_HUMAN	ISG20L2	Interferon-stimulated 20 kDa exonuclease-like 2	4	4	3.29E+06
P41733	CDC91_YEAST	GAB1	GPI transamidase component GAB1	2	2	321861	YEAST	378061	18.29607825	18.52825951	0.232181256	1.174609536		1.174609536			0.232181256		Q9H9P8	L2HDH_HUMAN	L2HGDH	"L-2-hydroxyglutarate dehydrogenase, mitochondrial"	5	5	159456
P41734	IAH1_YEAST	IAH1	Isoamyl acetate-hydrolyzing esterase	4	4	740700	YEAST	1469470	19.49852981	20.48686448	0.988334664	1.983893614		1.983893614			0.988334664		Q9H9Q2	CSN7B_HUMAN	COPS7B	COP9 signalosome complex subunit 7b	3	3	175351
P41800	MMM1_YEAST	MMM1	Maintenance of mitochondrial morphology protein 1	1	1	691322	YEAST	631329	19.39899831	19.2680325	-0.130965815	0.913219889		0.913219889			-0.130965815		Q9H9T3	ELP3_HUMAN	ELP3	Elongator complex protein 3	5	5	534189
P41805	RL10_YEAST	RPL10	Large ribosomal subunit protein uL16	8	7	5.86E+07	YEAST	109714000	25.8035083	26.70917239	0.905664095	1.873406655		1.873406655			0.905664095		Q9H9Y2	RPF1_HUMAN	RPF1	Ribosome production factor 1	4	4	356770
P41807	VATH_YEAST	VMA13	V-type proton ATPase subunit H	17	17	7.96E+06	YEAST	13987600	22.92409593	23.73764511	0.813549183	1.757529839		1.757529839			0.813549183		Q9H9Y6	RPA2_HUMAN	POLR1B	DNA-directed RNA polymerase I subunit RPA2	5	5	555304
P41810	COPB_YEAST	SEC26	Coatomer subunit beta	28	28	6.92E+06	YEAST	8922720	22.72181514	23.08905214	0.367237	1.28988013		1.28988013			0.367237		Q9HA64	KT3K_HUMAN	FN3KRP	Ketosamine-3-kinase	4	4	392379
P41811	COPB2_YEAST	SEC27	Coatomer subunit beta'	26	26	6.51E+06	YEAST	17709900	22.63369193	24.07805273	1.444360801	2.721422216		2.721422216			1.444360801		Q9HA65	TBC17_HUMAN	TBC1D17	TBC1 domain family member 17	2	2	134519
P41812	POP1_YEAST	POP1	Ribonucleases P/MRP protein subunit POP1	3	3	45928.1	YEAST	102884	15.48708948	16.65065911	1.163569632	2.240110085		2.240110085			1.163569632		Q9HA77	SYCM_HUMAN	CARS2	"Probable cysteine--tRNA ligase, mitochondrial"	7	7	526040
P41814	TRM6_YEAST	GCD10	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	3	3	1.21E+06	YEAST	2098270	20.20661139	21.0007689	0.794157516	1.734064445		1.734064445			0.794157516		Q9HAB8	PPCS_HUMAN	PPCS	Phosphopantothenate--cysteine ligase	6	5	1.08E+06
P41818	GLC8_YEAST	GLC8	Protein GLC8	7	7	1.61E+06	YEAST	2963300	20.62168167	21.49877326	0.877091587	1.836668919		1.836668919			0.877091587		Q9HAS0	NJMU_HUMAN	C17orf75	Protein Njmu-R1	3	3	52401.3
P41819	DIM1_YEAST	DIM1	Dimethyladenosine transferase	5	5	174014	YEAST	255579	17.40884385	17.96340977	0.55456592	1.468726654		1.468726654			0.55456592		Q9HAT2	SIAE_HUMAN	SIAE	Sialate O-acetylesterase	3	3	94482.5
P41832	BNI1_YEAST	BNI1	Protein BNI1	12	12	910380	YEAST	999394	19.79610934	19.93069403	0.134584693	1.097776753		1.097776753			0.134584693		Q9HAU0	PKHA5_HUMAN	PLEKHA5	Pleckstrin homology domain-containing family A member 5	1	1	4682.85
P41835	THI6_YEAST	THI6	Thiamine biosynthetic bifunctional enzyme	2	2	925027	YEAST	866629	19.81913595	19.72505499	-0.094080962	0.93686887		0.93686887			-0.094080962		Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	3	3	193617
P41895	T2FA_YEAST	TFG1	Transcription initiation factor IIF subunit alpha	12	12	699563	YEAST	955650	19.41609446	19.86612281	0.450028351	1.366067102		1.366067102			0.450028351		Q9HAV0	GBB4_HUMAN	GNB4	Guanine nucleotide-binding protein subunit beta-4	1	1	95253.3
P41896	T2FB_YEAST	TFG2	Transcription initiation factor IIF subunit beta	4	4	161274	YEAST	317931	17.29915435	18.27835417	0.979199823	1.971371703		1.971371703			0.979199823		Q9HAV4	XPO5_HUMAN	XPO5	Exportin-5	18	18	2.75E+06
P41903	PTE1_YEAST	TES1	Peroxisomal acyl-coenzyme A thioester hydrolase 1	2	2	480201	YEAST	676474	18.87327888	19.36767496	0.494396078	1.408730927		1.408730927			0.494396078		Q9HAV7	GRPE1_HUMAN	GRPEL1	"GrpE protein homolog 1, mitochondrial"	4	4	2.18E+06
P41910	MAF1_YEAST	MAF1	Repressor of RNA polymerase III transcription MAF1	4	4	57236	YEAST	398992	15.80463523	18.60600029	2.801365064	6.970997274		6.970997274			2.801365064		Q9HB07	MYG1_HUMAN	MYG1	MYG1 exonuclease	10	10	3.11E+06
P41911	GPD2_YEAST	GPD2	"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial"	11	10	4.21E+06	YEAST	7306970	22.00519346	22.80084185	0.795648393	1.735857349		1.735857349			0.795648393		Q9HB19	PKHA2_HUMAN	PLEKHA2	Pleckstrin homology domain-containing family A member 2	2	2	271490
P41920	YRB1_YEAST	YRB1	Ran-specific GTPase-activating protein 1	4	4	3.68E+06	YEAST	8637960	21.81036452	23.04225921	1.231894682	2.348752474		2.348752474			1.231894682		Q9HB40	RISC_HUMAN	SCPEP1	Retinoid-inducible serine carboxypeptidase	2	2	285304
P41921	GSHR_YEAST	GLR1	Glutathione reductase	15	15	5.63E+06	YEAST	24434000	22.42488029	24.54238673	2.117506431	4.339432645		4.339432645			2.117506431		Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein	9	9	2.48E+07
P41940	MPG1_YEAST	PSA1	Mannose-1-phosphate guanyltransferase	16	16	3.61E+07	YEAST	61588100	25.10512379	25.87614829	0.771024496	1.706481171		1.706481171			0.771024496		Q9HB90;Q9NQL2	RRAGC_HUMAN;RRAGD_HUMAN	RRAGC;RRAGD	Ras-related GTP-binding protein C	2	0	258806
P42826	XKS1_YEAST	XKS1	Xylulose kinase	11	11	1.07E+06	YEAST	1081590	20.03364884	20.04472229	0.011073452	1.007705065		1.007705065			0.011073452		Q9HBH0	RHOF_HUMAN	RHOF	Rho-related GTP-binding protein RhoF	3	3	937115
P42838	LEM3_YEAST	LEM3	Phospholipid-transporting ATPase accessory subunit LEM3	7	7	6.31E+06	YEAST	6158920	22.58877639	22.55424596	-0.034530429	0.976349493		0.976349493			-0.034530429		Q9HBH1	DEFM_HUMAN	PDF	"Peptide deformylase, mitochondrial"	2	2	135174
P42839	VNX1_YEAST	VNX1	Low affinity vacuolar monovalent cation/H(+) antiporter	3	3	38609.2	YEAST	200370	15.23665704	17.61230699	2.375649954	5.18969572		5.18969572			2.375649954		Q9HBH5	RDH14_HUMAN	RDH14	Retinol dehydrogenase 14	6	6	651583
P42840	YN60_YEAST	YNL320W	Uncharacterized membrane protein YNL320W	3	3	162059	YEAST	249092	17.30615962	17.92631916	0.620159544	1.53704515		1.53704515			0.620159544		Q9HBH9	MKNK2_HUMAN	MKNK2	MAP kinase-interacting serine/threonine-protein kinase 2	1	1	54501.6
P42842	EMW1_YEAST	EMW1	Essential for maintenance of the cell wall protein 1	8	8	791572	YEAST	7441190	19.59436106	22.82710193	3.23274087	9.400521999		9.400521999			3.23274087		Q9HBI1	PARVB_HUMAN	PARVB	Beta-parvin	2	2	55976
P42843	SKP2_YEAST	SKP2	F-box protein SKP2	2	2	5923.44	YEAST	193479	12.53221954	17.56181746	5.029597921	32.6632835		32.6632835			5.029597921		Q9HBL8	NMRL1_HUMAN	NMRAL1	NmrA-like family domain-containing protein 1	2	2	380614
P42846	KRI1_YEAST	KRI1	Protein KRI1	10	10	540405	YEAST	2318570	19.0436815	21.14480385	2.101122356	4.290430325		4.290430325			2.101122356		Q9HC07	TM165_HUMAN	TMEM165	Transmembrane protein 165	3	3	197378
P42934	PMT6_YEAST	PMT6	Dolichyl-phosphate-mannose--protein mannosyltransferase 6	3	3	247727	YEAST	749778	17.91839159	19.51610397	1.597712377	3.026630121		3.026630121			1.597712377		Q9HC21	TPC_HUMAN	SLC25A19	Mitochondrial thiamine pyrophosphate carrier	2	2	314204
P42935	ELP2_YEAST	ELP2	Elongator complex protein 2	13	13	355751	YEAST	469564	18.44050829	18.84096228	0.400453994	1.319923205		1.319923205			0.400453994		Q9HC35	EMAL4_HUMAN	EML4	Echinoderm microtubule-associated protein-like 4	14	14	2.08E+06
P42936	YG4D_YEAST	YGR201C	Putative elongation factor 1 gamma homolog	3	3	92396.8	YEAST	94261.2	16.49555527	16.52437643	0.028821161	1.020178188		1.020178188			0.028821161		Q9HC36	MRM3_HUMAN	MRM3	"rRNA methyltransferase 3, mitochondrial"	2	2	329377
P42937	YCH1_YEAST	YCH1	CDC25-like phosphatase YCH1	1	1	290010	YEAST		18.14574312										Q9HC38	GLOD4_HUMAN	GLOD4	Glyoxalase domain-containing protein 4	7	7	3.31E+06
P42938	TDA10_YEAST	TDA10	Probable ATP-dependent kinase TDA10	4	4	8.89E+06	YEAST	410567	23.08321636	18.64725815	-4.435958208	0.046200164		0.046200164			-4.435958208		Q9HC52	CBX8_HUMAN	CBX8	Chromobox protein homolog 8	6	6	881670
P42940	ETFB_YEAST	CIR1	Probable electron transfer flavoprotein subunit beta	6	6	957724	YEAST	2058330	19.86925043	20.97304287	1.103792439	2.149189119		2.149189119			1.103792439		Q9HC62	SENP2_HUMAN	SENP2	Sentrin-specific protease 2	2	2	56431
P42941	SERB_YEAST	SER2	Phosphoserine phosphatase	5	5	996299	YEAST	1764680	19.92621925	20.75097516	0.824755914	1.771235342		1.771235342			0.824755914		Q9HCC0	MCCB_HUMAN	MCCC2	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	12	12	355804
P42942	YG4I_YEAST	YGR210C	Uncharacterized GTP-binding protein YGR210C	4	4	387694	YEAST	1088390	18.56455888	20.05376418	1.489205293	2.807342904		2.807342904			1.489205293		Q9HCD5	NCOA5_HUMAN	NCOA5	Nuclear receptor coactivator 5	11	11	1.15E+06
P42943	TCPH_YEAST	CCT7	T-complex protein 1 subunit eta	14	14	6.37E+06	YEAST	6075030	22.6033171	22.5344601	-0.068856998	0.953393042		0.953393042			-0.068856998		Q9HCD6	TANC2_HUMAN	TANC2	Protein TANC2	2	2	4541.84
P42945	UTP10_YEAST	UTP10	U3 small nucleolar RNA-associated protein 10	22	22	235722	YEAST	1186660	17.84672689	20.1784752	2.331748318	5.034150398		5.034150398			2.331748318		Q9HCE1	MOV10_HUMAN	MOV10	Helicase MOV-10	20	20	518090
P42949	TIM16_YEAST	PAM16	Mitochondrial import inner membrane translocase subunit TIM16	3	3	219250	YEAST	671087	17.74221732	19.35614028	1.613922967	3.060830103		3.060830103			1.613922967		Q9HCE5	MET14_HUMAN	METTL14	N6-adenosine-methyltransferase non-catalytic subunit	2	2	128821
P43123	UAP1_YEAST	QRI1	UDP-N-acetylglucosamine pyrophosphorylase	16	16	2.48E+06	YEAST	1428930	21.24418147	20.44650381	-0.797677657	0.575274466		0.575274466			-0.797677657		Q9HCE7	SMUF1_HUMAN	SMURF1	E3 ubiquitin-protein ligase SMURF1	1	1	34636.8
P43132	BRE2_YEAST	BRE2	COMPASS component BRE2	1	1	28738.3	YEAST	57638.3	14.8106871	15.81474016	1.004053062	2.005626638		2.005626638			1.004053062		Q9HCG8	CWC22_HUMAN	CWC22	Pre-mRNA-splicing factor CWC22 homolog	3	3	5.99E+06
P43321	SMD3_YEAST	SMD3	Small nuclear ribonucleoprotein Sm D3	2	2	720275	YEAST	1398150	19.45818831	20.41508772	0.956899412	1.941133595		1.941133595			0.956899412		Q9HCK8	CHD8_HUMAN	CHD8	Chromodomain-helicase-DNA-binding protein 8	11	9	619630
P43535	GCN20_YEAST	GCN20	Protein GCN20	17	17	4.74E+07	YEAST	37730500	25.49955202	25.16922788	-0.330324133	0.795357769		0.795357769			-0.330324133		Q9HCN4	GPN1_HUMAN	GPN1	GPN-loop GTPase 1	2	2	228333
P43554	SWP82_YEAST	SWP82	SWI/SNF global transcription activator complex subunit SWP82	2	2	1.29E+06	YEAST		20.2972723										Q9HCN8	SDF2L_HUMAN	SDF2L1	Stromal cell-derived factor 2-like protein 1	3	3	834628
P43555	EMP47_YEAST	EMP47	Protein EMP47	12	12	1.46E+06	YEAST	2267640	20.48174032	21.11276019	0.631019876	1.548659391		1.548659391			0.631019876		Q9HCS7	SYF1_HUMAN	XAB2	Pre-mRNA-splicing factor SYF1	10	10	1.88E+07
P43556	RGD2_YEAST	RGD2	Rho-GTPase-activating protein RGD2	4	4	1.06E+06	YEAST	1330020	20.00974116	20.34301651	0.333275352	1.259870415		1.259870415			0.333275352		Q9HCU5	PREB_HUMAN	PREB	Prolactin regulatory element-binding protein	4	4	305652
P43558	OTU1_YEAST	OTU1	Ubiquitin thioesterase OTU1	4	4	848796	YEAST	1212180	19.69505833	20.20917251	0.514114182	1.428117003		1.428117003			0.514114182		Q9HCU8	DPOD4_HUMAN	POLD4	DNA polymerase delta subunit 4	1	1	508232
P43560	LAM5_YEAST	LAM5	Membrane-anchored lipid-binding protein LAM5	8	8	699068	YEAST	202414	19.41507327	17.62694955	-1.788123719	0.28954837		0.28954837			-1.788123719		Q9HCY8	S10AE_HUMAN	S100A14	Protein S100-A14	3	3	269921
P43561	FET5_YEAST	FET5	Iron transport multicopper oxidase FET5	10	10	1.90E+06	YEAST	1123630	20.85559242	20.09973562	-0.755856803	0.592194582		0.592194582			-0.755856803		Q9HD15	SRA1_HUMAN	SRA1	Steroid receptor RNA activator 1	5	5	479920
P43563	MOB2_YEAST	MOB2	CBK1 kinase activator protein MOB2	2	2	104085	YEAST	15621.1	16.66740265	13.93120843	-2.736194219	0.150080223		0.150080223			-2.736194219		Q9HD20	AT131_HUMAN	ATP13A1	Manganese-transporting ATPase 13A1	13	13	582241
P43565	RIM15_YEAST	RIM15	Serine/threonine-protein kinase RIM15	2	2	7431.16	YEAST	1798810	12.85937172	20.77861138	7.919239662	242.0631503		242.0631503			7.919239662		Q9HD26	GOPC_HUMAN	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein	2	2	5448.27
P43568	CAK1_YEAST	CAK1	Serine/threonine-protein kinase CAK1	3	3	97345.9	YEAST	334700	16.5708326	18.35250903	1.781676429	3.438254718		3.438254718			1.781676429		Q9HD33	RM47_HUMAN	MRPL47	"39S ribosomal protein L47, mitochondrial"	5	5	1.72E+06
P43569	CAF16_YEAST	CAF16	CCR4-associated factor 16	4	4	435292	YEAST	472286	18.73162398	18.84930124	0.117677264	1.08498663		1.08498663			0.117677264		Q9HD42	CHM1A_HUMAN	CHMP1A	Charged multivesicular body protein 1a	2	2	470307
P43570	GYP8_YEAST	GYP8	GTPase-activating protein GYP8	1	1	21871.5	YEAST		14.41676455										Q9HD45	TM9S3_HUMAN	TM9SF3	Transmembrane 9 superfamily member 3	6	6	1.27E+06
P43573	BUD27_YEAST	BUD27	Bud site selection protein 27	2	2	151790	YEAST	173168	17.21171722	17.40181283	0.190095608	1.140839317		1.140839317			0.190095608		Q9HDC9	APMAP_HUMAN	APMAP	Adipocyte plasma membrane-associated protein	8	8	2.66E+06
P43574	GAT1_YEAST	GAT1	Transcriptional regulatory protein GAT1	2	2	11103.3	YEAST	484028	13.4387009	18.88473098	5.44603008	43.593166		43.593166			5.44603008		Q9HWK6	LYSC_PSEAE	prpL	Lysyl endopeptidase	10	10	1.33E+08
P43577	GNA1_YEAST	GNA1	Glucosamine 6-phosphate N-acetyltransferase	5	5	497345	YEAST	1396070	18.92388745	20.41293985	1.489052403	2.807045411		2.807045411			1.489052403		Q9JMR3	YUBL1_ECOLI	yubL	UPF0401 protein YubL	1	1	13396.1
P43579	IES1_YEAST	IES1	Ino eighty subunit 1	5	5	95208.9	YEAST	2010810	16.53880882	20.93934534	4.400536518	21.11997933		21.11997933			4.400536518		Q9NNW7	TRXR2_HUMAN	TXNRD2	"Thioredoxin reductase 2, mitochondrial"	6	6	6.21E+06
P43582	WWM1_YEAST	WWM1	WW domain-containing protein WWM1	5	5	4.39E+06	YEAST	8705810	22.06489864	23.0535471	0.988648463	1.984325176		1.984325176			0.988648463		Q9NP61	ARFG3_HUMAN	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	3	3	89931.9
P43583	BLM10_YEAST	BLM10	Proteasome activator BLM10	15	15	514612	YEAST	355503	18.97312557	18.43950221	-0.533623365	0.690817548		0.690817548			-0.533623365		Q9NP64	NO40_HUMAN	ZCCHC17	Nucleolar protein of 40 kDa	1	1	7921.95
P43585	VTC2_YEAST	VTC2	Vacuolar transporter chaperone complex subunit 2	23	23	2.55E+06	YEAST	3629680	21.28032221	21.79141093	0.511088718	1.425125249		1.425125249			0.511088718		Q9NP66	HM20A_HUMAN	HMG20A	High mobility group protein 20A	1	1	330104
P43586	LOC1_YEAST	LOC1	60S ribosomal subunit assembly/export protein LOC1	3	3	2.09E+06	YEAST	3086900	20.99658934	21.55772732	0.561137978	1.475432559		1.475432559			0.561137978		Q9NP72	RAB18_HUMAN	RAB18	Ras-related protein Rab-18	4	4	700458
