Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
Q10471		GALNT2		1	1		2.13463e+06				1.84491e+06	9.31743e+06	1.2724e+07	1.16937e+07	7.28634e+06	7.83959e+06	1.22379e+07
Q10570		CPSF1		1	1	577000		368640	277284		285420	1.17498e+06	990362	754440	895592	714718	768716
Q10740		LAP2		3	3	6.37319e+06	7.8564e+06	6.40041e+06	3.70438e+06	3.08264e+06	2.30418e+06	1.24523e+07	1.35531e+07	1.30127e+07	6.53494e+06	6.46361e+06	7.78712e+06
Q12008		GPM2		2	2	6.40943e+06	5.71623e+06	6.42439e+06	1.47421e+06	2.02138e+06	1.24565e+06	8.91238e+06	7.19264e+06	8.21703e+06	2.55412e+06	1.56066e+06	2.30386e+06
Q12018		CDC53		3	3	8.66267e+06	1.15525e+07	9.2557e+06	2.82504e+06	2.41521e+06	3.84966e+06	1.54116e+07	1.28019e+07	1.25994e+07	6.47361e+06	5.00097e+06	5.94955e+06
Q12019		MDN1		2	2	178902		232820	808712		640556	1.78081e+06	2.0891e+06	2.22091e+06	426449	957626	1.19065e+06
Q12025		EMC10		1	1	1.11794e+06	1.9283e+06	1.70028e+06	571780	449937		3.20333e+06	3.2264e+06	2.33341e+06	604198	1.13859e+06	1.17611e+06
Q12028		APL4		1	1				525378		450385	1.07676e+06	1.35334e+06	1.27879e+06	750011	698120	
Q12044		RCN2		5	5	3.63172e+07	4.81954e+07	4.23842e+07	1.41023e+07	1.23332e+07	1.5138e+07	3.90484e+07	4.45349e+07	3.85184e+07	1.6175e+07	1.80962e+07	1.56454e+07
Q12055		FAP7		1	1	840498	1.79234e+06	1.49767e+06	222091	235532	365369	3.71574e+06	3.83046e+06	4.3941e+06	787746	918841	1.11704e+06
Q12068		GRE2		2	2	1.20342e+07	1.03784e+07	1.14319e+07	5.64652e+06	7.44402e+06	5.96803e+06	1.7357e+07	1.69848e+07	1.66813e+07	5.83947e+06	6.23214e+06	6.14053e+06
Q12074		SPE3		9	9	5.65318e+07	6.9713e+07	6.42002e+07	3.20839e+07	3.01622e+07	3.2919e+07	7.78772e+07	7.93908e+07	7.67422e+07	3.82283e+07	3.7893e+07	3.94923e+07
Q12109		WRS1		3	3	8.41854e+06	8.90428e+06	7.91955e+06	3.64656e+06	3.18922e+06	3.70181e+06	8.60859e+06	8.22646e+06	9.27344e+06	3.84156e+06	4.529e+06	4.33848e+06
Q12114		CHS5		1	1	1.37122e+07	1.44965e+07	1.44854e+07	5.02088e+06	4.9248e+06	5.12206e+06	1.34976e+07	1.55074e+07	1.05629e+07	5.6196e+06	5.6942e+06	5.07083e+06
Q12117		MRH1		2	1	2.05173e+08	2.62628e+08	2.31259e+08	1.09638e+08	9.86997e+07	1.32133e+08	2.02602e+08	2.10924e+08	2.06692e+08	1.03764e+08	1.01739e+08	9.38335e+07
Q12118		SGT2		8	8	9.3482e+07	9.4533e+07	8.87035e+07	4.11184e+07	3.76723e+07	3.80179e+07	9.94422e+07	8.91594e+07	8.67685e+07	4.55834e+07	4.30497e+07	4.23226e+07
Q12122		LYS21		2	2	7.75515e+06	9.1229e+06	1.07412e+07	4.21652e+06	3.04472e+06	3.37209e+06	1.18615e+07	1.22596e+07	1.11661e+07	5.00986e+06	6.24004e+06	4.86679e+06
Q12123		DCS2		5	5	1.37845e+07	1.5912e+07	1.62601e+07	4.76297e+06	3.69556e+06	5.22949e+06	2.18377e+07	2.559e+07	2.06284e+07	9.32674e+06	8.80936e+06	8.33847e+06
Q12154		GET3		5	5	3.91029e+07	4.20905e+07	3.92231e+07	2.03876e+07	2.43572e+07	2.0076e+07	4.91241e+07	5.03822e+07	5.09913e+07	2.75712e+07	2.43033e+07	2.4418e+07
Q12159		YRA1		3	3	4.41756e+07	4.97103e+07	4.00716e+07	1.94772e+07	1.9412e+07	1.73019e+07	4.08765e+07	4.14209e+07	3.51283e+07	2.19482e+07	2.1899e+07	2.03426e+07
Q12160		YPR063C		1	1	3.51776e+07	3.37777e+07	3.56077e+07	1.75346e+07	1.91397e+07	1.44437e+07	1.87181e+07	2.17681e+07	3.4054e+07	9.97873e+06	7.87533e+06	7.44456e+06
Q12164		POM33		1	1	7.45381e+06	9.11644e+06	6.80264e+06	4.27032e+06	4.72061e+06	3.91362e+06	7.31032e+06	8.85031e+06	6.28376e+06	3.81296e+06	4.17048e+06	2.64239e+06
Q12165		ATP16		1	1	1.91532e+07	1.35821e+07	1.21749e+07	9.03594e+06	5.85856e+06	5.66378e+06	1.55394e+07	1.62473e+07	1.80019e+07	7.90966e+06	6.8907e+06	7.03186e+06
Q12178		FCY1		2	2	1.24678e+07	1.401e+07	1.27824e+07	3.06605e+06	5.18534e+06	4.30222e+06	1.70627e+07	1.60198e+07	1.44616e+07	5.69249e+06	7.84589e+06	5.95514e+06
Q12189		RKI1		1	1	3.71777e+06	2.83992e+06	2.72346e+06	3.94297e+06	1.0653e+06	1.48635e+06	6.63648e+06	6.49254e+06	6.47348e+06	4.32975e+06	6.38277e+06	6.60753e+06
Q12230		LSP1		8	7	1.10129e+08	1.21718e+08	1.1924e+08	5.78315e+07	5.44829e+07	4.79343e+07	1.03466e+08	1.23903e+08	1.27343e+08	5.5149e+07	5.57891e+07	5.11593e+07
Q12250		RPN5		2	2	2.02198e+07	1.90662e+07	1.94865e+07	1.31462e+07	1.50597e+07	1.28023e+07	1.74991e+07	2.03351e+07	2.26192e+07	1.02308e+07	1.13302e+07	1.21638e+07
Q12265		PRS5		4	4	1.63987e+07	1.94299e+07	1.78679e+07	3.62752e+06	6.0112e+06	5.63362e+06	1.77362e+07	1.98687e+07	1.54052e+07	7.58084e+06	7.38409e+06	7.59946e+06
Q12271		INP53		1	1		289402					1.96144e+06	1.73274e+06	2.13369e+06	523407	867509	
Q12285		MDY2		2	2	2.6883e+07	2.10848e+07	1.87107e+07	1.03471e+07	1.04591e+07	9.96689e+06	2.39384e+07	2.44566e+07	1.92429e+07	9.65282e+06	9.23109e+06	8.56939e+06
Q12287		COX17		1	1	2.39787e+07	2.58471e+07	2.03626e+07	9.42927e+06	9.24755e+06	1.04824e+07	2.3411e+07	1.88974e+07	1.8102e+07	1.07682e+07	1.08542e+07	1.07984e+07
Q12305		RDL1		5	5	1.03711e+08	9.04669e+07	9.58113e+07	4.50164e+07	4.00174e+07	3.56251e+07	8.73797e+07	8.37708e+07	8.71352e+07	3.70784e+07	3.37822e+07	3.38321e+07
Q12306		SMT3		3	3	6.69394e+07	9.83287e+07	8.71022e+07	3.97086e+07	4.10363e+07	3.60417e+07	7.9054e+07	7.78348e+07	7.42147e+07	3.87895e+07	3.86401e+07	3.57113e+07
Q12314		SFM1		1	1	4.53247e+06	4.07605e+06	3.88469e+06	1.42523e+06	1.70218e+06	1.85817e+06	5.32976e+06	5.94058e+06	6.19983e+06	3.2172e+06	3.14097e+06	2.33204e+06
Q12329		HSP42		3	3	1.34797e+07	1.58296e+07	1.32469e+07	6.01679e+06	6.59472e+06	5.82384e+06	1.67767e+07	1.70444e+07	1.77274e+07	6.45647e+06	6.43376e+06	6.78245e+06
Q12335		PST2		6	6	1.92679e+08	2.11779e+08	1.9695e+08	1.05592e+08	1.11718e+08	1.21945e+08	1.94423e+08	1.78208e+08	1.74828e+08	9.48966e+07	9.77846e+07	9.50868e+07
Q12344		GYP5		1	1	3.55288e+06	3.77677e+06	2.88177e+06	388338	164850	936798	4.41251e+06	5.54404e+06	3.0461e+06	2.16003e+06		934297
Q12363		WTM1		15	15	1.49523e+08	1.627e+08	1.44847e+08	7.11082e+07	7.01821e+07	7.05118e+07	1.48546e+08	1.50328e+08	1.23343e+08	6.88148e+07	6.72825e+07	6.2068e+07
Q12377		RPN6		5	5	1.85262e+07	1.9874e+07	1.7472e+07	1.41091e+07	1.56224e+07	1.42979e+07	1.83324e+07	1.91575e+07	1.97196e+07	1.08015e+07	1.03968e+07	1.2917e+07
Q12386		ARP8		1	1	460936	513434	258866				968960	1.01095e+06	1.0644e+06	378747	329405	449854
Q12402		YOP1		1	1	6.00407e+07	1.01549e+08	8.66784e+07	3.59677e+07	3.6583e+07	4.29963e+07	6.64107e+07	8.7444e+07	8.83437e+07	3.81182e+07	3.46224e+07	3.41449e+07
Q12434		RDI1		3	3	1.82825e+07	1.7554e+07	1.58182e+07	8.50114e+06	7.17368e+06	6.50342e+06	1.74405e+07	1.7241e+07	1.54269e+07	7.56208e+06	7.40381e+06	6.981e+06
Q12443		RTN2		4	4	2.05177e+07	2.30098e+07	2.12256e+07	9.58972e+06	1.00526e+07	9.67945e+06	2.04331e+07	1.95342e+07	1.88628e+07	9.4759e+06	9.53246e+06	9.49225e+06
Q12447		PAA1		6	6	6.88766e+07	8.54509e+07	6.93927e+07	3.83353e+07	3.88902e+07	3.53233e+07	9.97378e+07	1.04325e+08	1.03182e+08	5.03074e+07	4.83546e+07	5.4609e+07
Q12449		AHA1		5	5	3.88955e+07	4.46203e+07	3.8961e+07	1.37099e+07	1.40328e+07	1.53851e+07	3.6963e+07	3.94244e+07	2.96719e+07	1.46208e+07	1.46836e+07	1.39446e+07
Q12451		OSH2		1	1		3.01255e+06	3.02157e+06				3.63612e+06	4.95519e+06				
Q12452		ERG27		2	2	8.98129e+06	9.39983e+06	8.77308e+06	3.56863e+06	5.5136e+06	4.86794e+06	1.21046e+07	1.22254e+07	1.22636e+07	5.33891e+06	5.78255e+06	5.59686e+06
Q12458		YPR1		3	2	3.14346e+07	3.40772e+07	3.51662e+07	2.33104e+07	2.3939e+07	2.10128e+07	4.18762e+07	4.46919e+07	4.49611e+07	1.79098e+07	1.63658e+07	2.10075e+07
Q12460		NOP56		12	11	2.69979e+07	3.04759e+07	2.67196e+07	1.69794e+07	1.78341e+07	1.60355e+07	3.23566e+07	3.33127e+07	3.51084e+07	1.61915e+07	1.55302e+07	1.86518e+07
Q12464		RVB2		3	3	1.06183e+07	1.3834e+07	1.23459e+07	4.90206e+06	3.79811e+06	4.12015e+06	1.44437e+07	1.59894e+07	1.33324e+07	5.80336e+06	5.52905e+06	5.35465e+06
Q12466		TCB1		5	5	5.60022e+06	8.23712e+06	7.33467e+06	2.53717e+06	3.50915e+06	2.21732e+06	1.36897e+07	1.48615e+07	1.34506e+07	5.76486e+06	5.48329e+06	6.53688e+06
Q12496		YOL098C		1	1		386049	76486.4	570063			531483	681960	700974	297083		243597
Q12499		NOP58		7	7	1.99523e+07	2.27334e+07	1.87167e+07	9.26741e+06	9.04073e+06	1.29081e+07	1.93255e+07	2.04904e+07	1.99145e+07	1.02388e+07	9.87763e+06	1.21425e+07
Q12513		TMA17		4	4	5.03506e+07	5.44311e+07	5.22521e+07	2.0251e+07	2.17747e+07	2.08467e+07	4.74494e+07	5.05963e+07	4.87475e+07	2.14754e+07	2.30238e+07	2.16609e+07
Q12515		PAR32		2	2	9.19526e+06	1.37914e+07	1.18873e+07	2.90613e+06	2.98458e+06	3.63576e+06	1.18215e+07	1.28554e+07	1.05501e+07	4.66428e+06	5.23229e+06	4.5211e+06
Q12522		TIF6		3	3	2.58483e+07	3.04663e+07	3.46102e+07	2.27642e+07	1.98101e+07	1.68174e+07	2.97612e+07	3.31088e+07	3.15362e+07	1.67936e+07	1.5649e+07	1.47275e+07
Q12532		RQC2		2	2	1.98578e+06	1.73414e+06	1.08877e+06	527836	587658	436704	2.7261e+06	2.726e+06	2.48779e+06	1.48033e+06	1.19948e+06	1.25874e+06
Q12680		GLT1		9	9	7.15949e+06	8.85748e+06	8.09626e+06	1.85444e+06	1.99459e+06	2.29632e+06	1.01166e+07	1.15756e+07	1.09069e+07	4.30994e+06	5.03334e+06	4.48626e+06
Q12743		DFM1		2	2	1.20358e+07	1.2828e+07	1.16485e+07	3.69446e+06	3.30056e+06	3.45657e+06	1.33086e+07	1.46165e+07	1.03751e+07	5.12637e+06	5.12149e+06	4.44956e+06
Q12746		PGA3		3	3	1.24554e+07	1.59968e+07	1.26855e+07	4.89669e+06	4.93583e+06	4.41503e+06	1.56468e+07	1.45768e+07	1.66666e+07	6.68321e+06	6.24506e+06	5.98718e+06
Q12792		TWF1		4	4	1.04232e+07	1.19572e+07	1.06842e+07	1.69369e+07	1.72723e+07	1.74206e+07	7.0697e+06	8.00433e+06	7.72209e+06	1.0643e+07	1.14702e+07	1.32243e+07
Q12797		ASPH		2	2	5.5235e+06	6.52871e+06	5.29278e+06	9.8883e+06	1.06992e+07	1.21411e+07	6.2104e+06	7.07349e+06	7.95255e+06	8.25754e+06	8.79203e+06	1.01603e+07
Q12805		EFEMP1		2	2	3.76013e+06	4.44023e+06	4.53565e+06	3.28309e+06	3.07359e+06	2.67152e+06	5.94062e+06	6.6762e+06	4.5542e+06	5.61887e+06	6.26433e+06	4.82727e+06
Q12894		IFRD2		1	1							2.15004e+07	1.18374e+07	1.62525e+07	1.03917e+07	1.09361e+07	1.16204e+07
Q12904		AIMP1		2	2	1.08212e+07	1.27586e+07	9.67898e+06	8.17718e+06	8.07517e+06	8.59065e+06	9.60914e+06	1.06534e+07	7.06829e+06	7.88875e+06	8.21979e+06	7.76053e+06
Q12905		ILF2		6	6	3.84105e+07	4.336e+07	3.82337e+07	4.06092e+07	4.3918e+07	4.59183e+07	4.12919e+07	4.3459e+07	4.28099e+07	4.19635e+07	4.23107e+07	3.87775e+07
Q12906		ILF3		15	13	2.68323e+07	3.1955e+07	2.89501e+07	3.18447e+07	3.08769e+07	3.00922e+07	3.45427e+07	3.63617e+07	3.31005e+07	3.29571e+07	3.40034e+07	3.08606e+07
Q12907		LMAN2		2	2	5.99953e+06	7.34367e+06	5.9964e+06	8.46304e+06	6.58943e+06	9.49166e+06	9.89012e+06	1.0393e+07	1.04161e+07	1.0198e+07	9.70413e+06	9.50866e+06
Q12931		TRAP1		7	7	1.90011e+07	2.43842e+07	1.99779e+07	2.69757e+07	3.01614e+07	2.92503e+07	2.76661e+07	2.94354e+07	2.83888e+07	2.77853e+07	2.68736e+07	2.52858e+07
Q12965		MYO1E		4	4	3.75256e+06	3.98337e+06	3.27756e+06	3.31338e+06	3.13234e+06	4.11851e+06	5.922e+06	6.802e+06	4.7789e+06	5.36501e+06	5.71318e+06	4.72401e+06
Q12996		CSTF3		1	1	1.3943e+06	1.85577e+06	1.18462e+06	676834		1.23238e+06	2.31074e+06	1.99203e+06	1.35786e+06	1.29691e+06	2.02958e+06	1.99537e+06
Q13011		ECH1		1	1	3.78461e+06	2.646e+06	3.27651e+06	5.33912e+06	5.63929e+06	3.53862e+06	6.13153e+06	5.27364e+06	7.03338e+06	7.01034e+06	6.13952e+06	6.35632e+06
Q13057		COASY		2	2	1.59928e+06	3.43584e+06	3.51466e+06	2.63428e+06	4.56187e+06	4.98785e+06	6.28055e+06	6.37695e+06	7.42783e+06	6.58605e+06	6.20249e+06	6.75286e+06
Q13085		ACACA		1	1							891508	1.78446e+06	886088	740444	843746	687826
Q13126		MTAP		2	2	4.08783e+06	6.57102e+06	6.17889e+06	5.80163e+06	5.52831e+06	6.26297e+06	1.05054e+07	1.15072e+07	8.27419e+06	7.36846e+06	7.60316e+06	7.99624e+06
Q13133		NR1H3		1	1	3.79935e+06	2.27968e+06	1.37211e+06				4.90653e+06	5.13829e+06	5.55294e+06	1.55732e+06	2.55079e+06	2.1814e+06
Q13144		EIF2B5		1	1									930195		1.33722e+06	2.25153e+06
Q13148		TARDBP		2	2	6.73796e+06	7.98979e+06	6.57234e+06	8.65912e+06	8.95516e+06	9.14204e+06	6.50332e+06	6.69262e+06	6.61327e+06	6.95914e+06	6.64575e+06	7.75987e+06
Q13151		HNRNPA0		2	2	3.35801e+07	2.5949e+07	3.05039e+07	4.27369e+07	4.02702e+07	3.11411e+07	2.79201e+07	2.67632e+07	2.71782e+07	3.03037e+07	3.18195e+07	2.92203e+07
Q13155		AIMP2		1	1	1.05713e+07	1.64683e+07	1.31847e+07	2.11714e+07	1.3807e+07	1.56397e+07	1.21254e+07	1.20607e+07	1.23927e+07	1.49907e+07	1.47031e+07	1.36854e+07
Q13162		PRDX4		7	7	2.51472e+07	2.7493e+07	2.66811e+07	2.98571e+07	2.95814e+07	2.57758e+07	2.95653e+07	2.66452e+07	2.80415e+07	2.71517e+07	2.7332e+07	2.54008e+07
Q13177		PAK2		2	2	3.85977e+06	5.36209e+06	4.7792e+06	4.06285e+06	5.81779e+06	5.82331e+06	6.58311e+06	6.16335e+06	6.15863e+06	7.02045e+06	6.01909e+06	6.2102e+06
Q13185		CBX3		4	3	2.72013e+07	3.37427e+07	2.87988e+07	2.2746e+07	2.03463e+07	2.23928e+07	3.30188e+07	3.82906e+07	3.60139e+07	3.15119e+07	2.80682e+07	2.93969e+07
Q13200		PSMD2		9	9	1.01601e+07	1.62981e+07	1.15648e+07	1.5802e+07	1.61004e+07	1.23858e+07	1.64883e+07	1.88144e+07	1.70858e+07	1.81605e+07	2.01422e+07	2.01768e+07
Q13228		SELENBP1		2	2	5.03289e+06	4.44201e+06	3.8665e+06	6.4507e+06	7.76412e+06	5.13643e+06	6.79402e+06	6.64787e+06	6.78427e+06	7.52997e+06	8.18808e+06	6.92869e+06
Q13242		SRSF9		1	1	1.42065e+07	1.56193e+07	1.48629e+07	1.45114e+07	1.52878e+07	1.75476e+07	1.39258e+07	1.50779e+07	1.44809e+07	1.53303e+07	1.50875e+07	1.45318e+07
Q13247		SRSF6		2	1	5.41728e+07	5.94851e+07	5.09842e+07	4.43532e+07	4.47648e+07	4.4893e+07	5.63126e+07	5.09838e+07	5.15649e+07	4.99925e+07	4.92144e+07	4.73595e+07
Q13263		TRIM28		10	10	1.95229e+07	3.15414e+07	2.91972e+07	2.94055e+07	2.59763e+07	2.56103e+07	3.03504e+07	3.35663e+07	2.90531e+07	2.81682e+07	2.51151e+07	2.60601e+07
Q13283		G3BP1		8	7	1.6233e+07	1.9648e+07	1.76502e+07	2.3394e+07	2.47238e+07	2.15012e+07	2.06275e+07	2.40368e+07	2.45915e+07	2.59002e+07	3.00239e+07	2.6129e+07
Q13310		PABPC4		2	2	3.11144e+06	5.75445e+06	4.67502e+06	1.09941e+07	7.58943e+06	7.61491e+06	7.47744e+06	7.06029e+06	7.13565e+06	8.45738e+06	8.14395e+06	7.83681e+06
Q13347		EIF3I		3	3	8.0554e+06	1.23916e+07	9.41896e+06	8.13368e+06	6.2469e+06	7.9452e+06	1.0936e+07	1.39598e+07	1.12442e+07	1.0696e+07	8.39597e+06	9.90833e+06
Q13362		PPP2R5C		1	0	603834	848512	354822	732529	920814	518977	1.26365e+06	1.33951e+06	996982	1.35608e+06	1.31064e+06	1.02661e+06
Q13404		UBE2V1		3	2	2.60806e+07	3.20369e+07	3.0321e+07	2.44233e+07	2.47409e+07	2.64074e+07	3.56134e+07	2.65581e+07	3.48277e+07	2.77165e+07	2.77056e+07	2.65647e+07
Q13405		MRPL49		2	2	2.32921e+06	5.72933e+06	4.75672e+06	7.80084e+06	8.54858e+06	6.37748e+06	6.73579e+06	6.68577e+06	6.8334e+06	9.75152e+06	1.01335e+07	1.08877e+07
Q13409		DYNC1I2		3	3	9.66879e+06	1.21172e+07	1.02306e+07	1.02562e+07	9.03152e+06	9.6781e+06	9.87549e+06	1.32576e+07	1.30092e+07	1.19561e+07	1.17098e+07	1.14462e+07
Q13423		NNT		5	4	5.81129e+06	7.46348e+06	7.9465e+06	9.70567e+06	8.21015e+06	8.43936e+06	9.67486e+06	1.00835e+07	1.03309e+07	1.01324e+07	9.62555e+06	1.04344e+07
Q13428		TCOF1		3	3	5.80281e+06	8.22116e+06	6.6555e+06	6.15236e+06	5.73135e+06	4.70808e+06	8.03156e+06	8.46612e+06	6.57135e+06	6.66845e+06	7.06165e+06	6.49435e+06
Q13435		SF3B2		6	6	1.59317e+07	1.91623e+07	1.59269e+07	1.74154e+07	1.64926e+07	1.64333e+07	1.79494e+07	1.91536e+07	1.56287e+07	1.58435e+07	1.5594e+07	1.58871e+07
Q13445		TMED1		1	1	7.59625e+06	9.00218e+06	7.97094e+06	5.76398e+06	6.87218e+06	7.94729e+06	7.97901e+06	9.71266e+06	6.49209e+06	6.60353e+06	7.34954e+06	6.21968e+06
Q13492		PICALM		4	3	4.34564e+06	4.8686e+06	6.15396e+06	7.39833e+06	8.21167e+06	6.53785e+06	7.68016e+06	8.69515e+06	7.49845e+06	8.18806e+06	7.6891e+06	8.53099e+06
Q13501		SQSTM1		1	1	1.34465e+06	1.21674e+06	1.39412e+06	847162	1.18769e+06	2.41388e+06		3.70089e+06	5.25874e+06	6.51699e+06	5.96889e+06	5.65511e+06
Q13505		MTX1		1	1	1.24694e+06	1.6869e+06	733868	900363	1.35436e+06	1.29555e+06	2.47661e+06	2.59722e+06	2.03357e+06	2.12985e+06	2.42617e+06	2.02432e+06
Q13509		TUBB3		1	1	2.43832e+06	2.5385e+06	2.53479e+06	3.87031e+06	3.81009e+06	3.6319e+06	3.03526e+06	3.13614e+06	3.03949e+06	2.99115e+06	2.77742e+06	3.96245e+06
Q13547		HDAC1		1	1				803268	829362	1.06833e+06	3.312e+06		2.89756e+06	3.00958e+06	2.10529e+06	1.638e+06
Q13561		DCTN2		1	1	2.42595e+06	3.70763e+06	2.59586e+06	6.39584e+06	6.97207e+06	4.76476e+06	3.75511e+06	3.82788e+06	3.58905e+06	4.16746e+06	3.82016e+06	3.74846e+06
Q13573		SNW1		2	2	3.38488e+06	3.28709e+06	3.5823e+06	3.37483e+06	3.16132e+06	3.44742e+06	4.73856e+06	4.84304e+06	4.6526e+06	4.38934e+06	4.39553e+06	5.23656e+06
Q13596		SNX1		2	2	2.2726e+06	2.94987e+06	2.65366e+06	2.32147e+06	1.74547e+06	2.20094e+06	5.03965e+06	5.44001e+06	4.86784e+06	5.01219e+06	4.02958e+06	3.96469e+06
Q13616		CUL1		1	1			382814				5.19546e+06	6.07055e+06	4.29294e+06	3.37881e+06	1.03784e+06	2.31869e+06
Q13619		CUL4A		3	2	1.22796e+06	1.42789e+06	1.15918e+06	1.4357e+06	1.6209e+06	1.6332e+06	2.91691e+06	3.48672e+06	3.18865e+06	3.60705e+06	3.87181e+06	2.97196e+06
Q13620		CUL4B		1	1	1.21762e+06	1.09851e+06	667236	2.05806e+06	2.48501e+06	2.27965e+06	2.92959e+06	3.58425e+06	4.36994e+06	2.95168e+06	3.04531e+06	2.55322e+06
Q13630		GFUS		1	1	1.00954e+07	1.12045e+07	8.19163e+06	1.02178e+07	9.51614e+06	8.1056e+06	6.18922e+06	9.62684e+06	9.48763e+06	1.06205e+07	1.01854e+07	9.48692e+06
Q13642		FHL1		1	1	1.90972e+06	2.54971e+06	2.88888e+06	2.41017e+06	2.3652e+06	3.09826e+06	4.84411e+06	5.91838e+06	4.28707e+06	4.49694e+06	4.6081e+06	4.32155e+06
Q13724		MOGS		2	2	115661			1.18184e+06		576935	1.49024e+06	1.51764e+06	1.71001e+06	2.11643e+06	2.5351e+06	2.94126e+06
Q13813		SPTAN1		36	36	4.67261e+08	6.04383e+08	4.56701e+08	5.2729e+08	5.29061e+08	5.29923e+08	6.24915e+08	6.92191e+08	6.20784e+08	6.44241e+08	6.54794e+08	6.74692e+08
Q13838		DDX39B		10	4	3.85402e+07	4.21184e+07	4.58273e+07	5.13718e+07	5.06564e+07	4.35845e+07	4.9891e+07	4.96739e+07	4.65112e+07	4.72681e+07	4.81571e+07	4.36744e+07
Q14008		CKAP5		1	1	1.29901e+06	1.29799e+06	1.80378e+06	4.49521e+06	2.12352e+06	2.96766e+06	2.66387e+06		2.6552e+06	3.46107e+06	3.52857e+06	6.04405e+06
Q14019		COTL1		1	1	1.16652e+07	2.12192e+07	9.92632e+06	1.72926e+07	1.9001e+07	1.95949e+07	2.28515e+07	1.79527e+07	1.64114e+07	1.82254e+07	1.89096e+07	1.85443e+07
Q14061		COX17		1	1	1.76761e+07	1.8976e+07	1.44406e+07	1.35506e+07	1.36406e+07	1.20631e+07	1.39382e+07	1.98153e+07	1.46474e+07	1.51809e+07	1.26387e+07	1.28481e+07
Q14103		HNRNPD		4	4	1.52266e+08	1.49295e+08	1.48933e+08	1.38994e+08	1.50838e+08	1.53192e+08	1.22131e+08	1.35012e+08	1.30577e+08	1.3885e+08	1.41001e+08	1.30113e+08
Q14108		SCARB2		1	1	8.1121e+06	7.47098e+06	6.7665e+06	6.15048e+06	6.86422e+06	5.2251e+06	5.94985e+06	9.94203e+06	9.92057e+06	6.90748e+06	4.62902e+06	6.58735e+06
Q14137		BOP1		2	2	4.52116e+06	4.91859e+06	3.17111e+06	6.72449e+06	7.6263e+06	7.70391e+06	3.8113e+06	3.60824e+06	4.36318e+06	5.78022e+06	5.42318e+06	6.81579e+06
Q14152		EIF3A		9	9	1.06533e+07	1.1883e+07	1.28134e+07	1.75261e+07	1.52485e+07	1.52768e+07	1.33352e+07	1.5204e+07	1.49626e+07	1.60127e+07	1.53336e+07	1.81836e+07
Q14157		UBAP2L		5	5	8.37193e+06	1.09114e+07	1.00266e+07	1.13599e+07	8.49602e+06	1.02229e+07	1.10463e+07	1.28335e+07	1.00992e+07	1.05911e+07	1.0705e+07	1.07281e+07
Q14165		MLEC		2	2	1.11543e+07	1.40757e+07	1.36827e+07	1.35874e+07	1.24307e+07	1.20576e+07	1.93417e+07	2.19038e+07	1.63741e+07	1.69657e+07	1.81341e+07	1.67913e+07
Q14166		TTLL12		4	4	1.31312e+07	1.81122e+07	1.19587e+07	1.92436e+07	1.94026e+07	1.7134e+07	1.72855e+07	2.21791e+07	1.97432e+07	1.84342e+07	1.82802e+07	1.65049e+07
Q14204		DYNC1H1		27	27	1.092e+07	1.25749e+07	1.24717e+07	1.65772e+07	1.60684e+07	1.40774e+07	1.40618e+07	1.45641e+07	1.39442e+07	1.48308e+07	1.52147e+07	1.68748e+07
Q14240		EIF4A2		2	2	1.18256e+07	1.25272e+07	1.05589e+07	1.00959e+07	1.09033e+07	1.12174e+07	1.29007e+07	1.19785e+07	1.28119e+07	1.28047e+07	1.2425e+07	1.18081e+07
Q14247		CTTN		3	3	1.46139e+07	1.61491e+07	1.31755e+07	1.41355e+07	1.43041e+07	1.37878e+07	1.52833e+07	1.55185e+07	1.32391e+07	1.48843e+07	1.40816e+07	1.36196e+07
Q14254		FLOT2		3	3	2.37332e+06	2.37878e+06	3.57115e+06	4.19045e+06	4.64512e+06	4.3709e+06	4.15854e+06	4.32877e+06	4.68346e+06	4.06854e+06	4.35002e+06	4.77513e+06
